order_id,order_date,year,quarter,month,region,country,product_category,product,customer_segment,revenue,material_cost,shipping_cost,marketing_cost,total_cost,profit,margin,orders
ORD-01079,2025-02-26,2025,Q1,2,North America,Canada,Software,Analytics Suite,Enterprise,9722.98,4920.68,680.96,611.98,6213.63,3509.35,0.3609,3
ORD-01080,2025-04-15,2025,Q2,4,North America,Mexico,Software,Analytics Suite,Enterprise,13781.79,7725.6,1060.04,803.48,9589.12,4192.67,0.3042,14
ORD-01081,2025-01-19,2025,Q1,1,Asia,India,Accessories,Wireless Mouse,Consumer,7442.19,3668.6,608.03,320.92,4597.55,2844.64,0.3822,8
ORD-01082,2025-09-17,2025,Q3,9,Europe,Italy,Accessories,Webcam HD,SMB,14198.83,8059.89,1470.87,964.63,10495.39,3703.44,0.2608,1
ORD-01083,2025-04-11,2025,Q2,4,North America,Mexico,Accessories,Wireless Mouse,Consumer,7491.51,3885.94,534.27,327.81,4748.02,2743.49,0.3662,12
ORD-01084,2025-08-07,2025,Q3,8,North America,USA,Electronics,Monitor Ultra,Enterprise,24315.53,14060.54,1727.16,1113.88,16901.58,7413.95,0.3049,7
ORD-01085,2025-01-30,2025,Q1,1,Europe,France,Electronics,Laptop Pro,Enterprise,11681.01,6485.96,983.92,655.15,8125.02,3555.99,0.3044,1
ORD-01086,2025-01-08,2025,Q1,1,North America,USA,Electronics,Laptop Pro,Enterprise,4207.28,2095.48,257.96,212.43,2565.86,1641.43,0.3901,11
ORD-01087,2025-05-06,2025,Q2,5,Asia,Japan,Accessories,Webcam HD,Consumer,2274.46,1109.21,153.54,128.07,1390.82,883.64,0.3885,8
ORD-01088,2025-12-28,2025,Q4,12,North America,Canada,Furniture,Storage Cabinet,Consumer,4889.42,2526.33,374.25,323.04,3223.62,1665.8,0.3407,4
ORD-01089,2025-09-27,2025,Q3,9,Asia,Singapore,Electronics,Laptop Pro,SMB,16267.4,8956.02,1279.53,787.24,11022.79,5244.61,0.3224,4
ORD-01090,2025-03-12,2025,Q1,3,North America,USA,Software,Cloud Platform,Enterprise,10619.38,5964.25,682.39,736.32,7382.95,3236.42,0.3048,12
ORD-01091,2025-08-14,2025,Q3,8,North America,Canada,Electronics,Laptop Pro,SMB,15152.06,7682.55,1176.51,742.64,9601.7,5550.36,0.3663,2
ORD-01092,2025-01-31,2025,Q1,1,Asia,Thailand,Accessories,Webcam HD,Enterprise,23418.37,12141.64,1436.31,1081.27,14659.21,8759.16,0.374,3
ORD-01093,2025-12-04,2025,Q4,12,Asia,Thailand,Electronics,Tablet Air,Enterprise,15034.43,7739.43,913.79,875.94,9529.16,5505.27,0.3662,15
ORD-01094,2025-06-22,2025,Q2,6,Asia,Thailand,Furniture,Office Desk,SMB,13228.68,7171.97,1137.3,839.74,9149.0,4079.68,0.3084,15
ORD-01095,2025-01-30,2025,Q1,1,Europe,Netherlands,Accessories,USB Hub,Consumer,7220.79,3879.44,556.36,401.24,4837.04,2383.75,0.3301,3
ORD-01096,2025-07-15,2025,Q3,7,Asia,Japan,Furniture,Office Desk,SMB,14512.85,8346.29,908.01,689.33,9943.63,4569.21,0.3148,9
ORD-01097,2025-06-01,2025,Q2,6,Asia,Thailand,Accessories,Wireless Mouse,Consumer,4476.91,2269.23,302.26,266.78,2838.28,1638.64,0.366,13
ORD-01098,2025-11-08,2025,Q4,11,Europe,Germany,Software,Security Pro,SMB,15348.11,8048.26,928.84,618.01,9595.1,5753.01,0.3748,1
ORD-01099,2025-07-03,2025,Q3,7,Asia,Thailand,Furniture,Storage Cabinet,Enterprise,16026.79,7820.35,1392.91,906.21,10119.46,5907.32,0.3686,2
ORD-01100,2025-08-14,2025,Q3,8,Europe,Italy,Software,Security Pro,SMB,2813.67,1527.92,280.89,164.71,1973.52,840.15,0.2986,1
ORD-01101,2025-04-30,2025,Q2,4,Europe,Germany,Furniture,Storage Cabinet,Consumer,5101.35,2730.96,340.97,349.7,3421.63,1679.72,0.3293,5
ORD-01102,2025-05-12,2025,Q2,5,Europe,Italy,Electronics,Smartphone X,SMB,2499.44,1326.44,158.45,105.79,1590.68,908.77,0.3636,4
ORD-01103,2025-06-16,2025,Q2,6,North America,Canada,Accessories,Wireless Mouse,Consumer,6683.89,3397.48,405.99,389.06,4192.53,2491.37,0.3727,6
ORD-01104,2025-06-21,2025,Q2,6,Asia,Singapore,Accessories,USB Hub,Consumer,951.78,491.91,65.41,42.36,599.68,352.1,0.3699,10
ORD-01105,2025-01-14,2025,Q1,1,Europe,Netherlands,Furniture,Conference Table,Consumer,10878.64,6028.99,908.41,667.79,7605.18,3273.45,0.3009,4
ORD-01106,2025-07-13,2025,Q3,7,North America,USA,Furniture,Storage Cabinet,Consumer,1637.45,798.64,144.2,76.53,1019.37,618.08,0.3775,9
ORD-01107,2025-10-22,2025,Q4,10,North America,Mexico,Accessories,Wireless Mouse,Consumer,12073.98,6528.52,963.21,671.44,8163.17,3910.81,0.3239,6
ORD-01108,2025-05-18,2025,Q2,5,Europe,Netherlands,Software,Cloud Platform,SMB,4829.48,2688.88,342.21,259.22,3290.31,1539.16,0.3187,12
ORD-01109,2025-03-01,2025,Q1,3,North America,USA,Accessories,Webcam HD,SMB,1986.61,1064.91,123.75,101.06,1289.72,696.89,0.3508,8
ORD-01110,2025-11-06,2025,Q4,11,Europe,Spain,Accessories,Keyboard Pro,Consumer,12503.41,7235.4,1097.44,592.02,8924.86,3578.55,0.2862,15
ORD-01111,2025-07-28,2025,Q3,7,North America,Mexico,Furniture,Conference Table,SMB,6543.35,3218.0,472.79,360.87,4051.66,2491.69,0.3808,3
ORD-01112,2025-10-22,2025,Q4,10,Asia,Japan,Furniture,Storage Cabinet,Enterprise,5252.72,2741.2,435.79,322.21,3499.2,1753.52,0.3338,8
ORD-01113,2025-02-21,2025,Q1,2,Europe,Germany,Accessories,Wireless Mouse,Consumer,2920.57,1423.2,220.35,163.2,1806.74,1113.82,0.3814,7
ORD-01114,2025-08-05,2025,Q3,8,Asia,Japan,Accessories,Keyboard Pro,Consumer,4754.18,2442.13,402.88,238.18,3083.19,1670.99,0.3515,10
ORD-01115,2025-11-12,2025,Q4,11,Europe,Germany,Electronics,Tablet Air,SMB,16445.73,8931.4,1352.18,872.79,11156.37,5289.36,0.3216,13
ORD-01116,2025-09-02,2025,Q3,9,North America,USA,Furniture,Office Desk,Enterprise,24275.14,13092.93,1725.87,1443.94,16262.73,8012.41,0.3301,7
ORD-01117,2025-06-14,2025,Q2,6,Asia,Japan,Software,Analytics Suite,Enterprise,8660.8,4452.62,666.22,579.57,5698.41,2962.38,0.342,10
ORD-01118,2025-09-18,2025,Q3,9,Asia,Singapore,Software,CRM Enterprise,SMB,13777.02,7926.63,843.95,941.68,9712.26,4064.76,0.295,15
ORD-01119,2025-04-18,2025,Q2,4,Asia,Thailand,Software,Security Pro,Enterprise,9965.72,4948.57,684.0,544.12,6176.69,3789.03,0.3802,4
ORD-01120,2025-03-28,2025,Q1,3,Asia,Singapore,Electronics,Smartphone X,Consumer,4540.12,2222.83,347.61,250.89,2821.33,1718.78,0.3786,3
ORD-01121,2025-01-15,2025,Q1,1,North America,USA,Furniture,Office Desk,SMB,15085.58,7279.96,997.07,1029.65,9306.69,5778.89,0.3831,10
ORD-01122,2025-08-07,2025,Q3,8,North America,Canada,Furniture,Storage Cabinet,SMB,16573.12,9142.15,1451.4,722.56,11316.1,5257.01,0.3172,15
ORD-01123,2025-08-10,2025,Q3,8,Asia,Singapore,Electronics,Smartphone X,SMB,13330.43,6553.85,941.28,564.84,8059.97,5270.45,0.3954,13
ORD-01124,2025-04-24,2025,Q2,4,North America,USA,Software,Cloud Platform,Consumer,5362.39,2817.11,440.07,322.61,3579.79,1782.59,0.3324,2
ORD-01125,2025-12-28,2025,Q4,12,North America,Canada,Electronics,Monitor Ultra,Enterprise,25234.8,14116.85,1754.47,1646.39,17517.71,7717.09,0.3058,11
ORD-01126,2025-11-17,2025,Q4,11,Europe,Germany,Furniture,Ergonomic Chair,Consumer,5955.03,3420.07,477.6,285.59,4183.26,1771.77,0.2975,3
ORD-01127,2025-09-06,2025,Q3,9,Europe,Spain,Software,Cloud Platform,Enterprise,17467.57,8539.39,2043.85,1077.72,11660.96,5806.61,0.3324,4
ORD-01128,2025-01-02,2025,Q1,1,Asia,India,Accessories,Keyboard Pro,Consumer,3082.67,1608.59,209.29,158.48,1976.35,1106.32,0.3589,10
ORD-01129,2025-05-01,2025,Q2,5,North America,Canada,Accessories,Keyboard Pro,SMB,15228.04,8641.97,1218.84,833.08,10693.89,4534.15,0.2978,11
ORD-01130,2025-07-20,2025,Q3,7,North America,Canada,Accessories,USB Hub,Enterprise,6614.09,3811.64,574.79,416.15,4802.58,1811.5,0.2739,7
ORD-01131,2025-08-17,2025,Q3,8,Asia,Japan,Accessories,Wireless Mouse,Enterprise,13029.61,6669.73,826.16,793.62,8289.51,4740.1,0.3638,12
ORD-01132,2025-03-07,2025,Q1,3,Asia,South Korea,Accessories,Keyboard Pro,Enterprise,8493.28,4507.8,736.32,539.19,5783.31,2709.97,0.3191,1
ORD-01133,2025-10-15,2025,Q4,10,Asia,Singapore,Software,CRM Enterprise,SMB,14677.13,7669.09,995.42,611.14,9275.65,5401.48,0.368,8
ORD-01134,2025-04-23,2025,Q2,4,Asia,India,Software,CRM Enterprise,SMB,4450.79,2526.1,338.62,282.12,3146.84,1303.95,0.293,2
ORD-01135,2025-11-11,2025,Q4,11,North America,Canada,Furniture,Office Desk,Consumer,806.21,417.55,67.25,40.31,525.11,281.1,0.3487,6
ORD-01136,2025-10-11,2025,Q4,10,Europe,Germany,Furniture,Conference Table,Consumer,3377.38,1674.16,256.92,222.2,2153.29,1224.09,0.3624,4
ORD-01137,2025-05-29,2025,Q2,5,Europe,Italy,Software,CRM Enterprise,Enterprise,15332.03,7740.69,926.2,1002.17,9669.05,5662.97,0.3694,13
ORD-01138,2025-09-27,2025,Q3,9,Europe,Netherlands,Accessories,Webcam HD,Enterprise,4996.28,2548.83,518.09,315.63,3382.55,1613.73,0.323,4
ORD-01139,2025-01-18,2025,Q1,1,Asia,India,Accessories,Webcam HD,Enterprise,22257.52,12634.75,1911.02,941.4,15487.17,6770.35,0.3042,9
ORD-01140,2025-12-27,2025,Q4,12,North America,Canada,Electronics,Laptop Pro,Consumer,12538.65,6776.98,809.44,778.35,8364.77,4173.88,0.3329,13
ORD-01141,2025-07-20,2025,Q3,7,Europe,Netherlands,Software,Security Pro,SMB,9514.99,4589.49,1006.15,438.45,6034.09,3480.9,0.3658,5
ORD-01142,2025-12-02,2025,Q4,12,North America,Canada,Accessories,USB Hub,SMB,2219.29,1279.84,170.51,120.95,1571.3,647.99,0.292,15
ORD-01143,2025-12-26,2025,Q4,12,North America,Mexico,Furniture,Storage Cabinet,Enterprise,26821.32,14825.64,2374.86,1686.55,18887.05,7934.27,0.2958,12
ORD-01144,2025-02-25,2025,Q1,2,Asia,Japan,Electronics,Monitor Ultra,Enterprise,12568.93,6632.38,795.22,619.88,8047.47,4521.45,0.3597,3
ORD-01145,2025-11-19,2025,Q4,11,Europe,Germany,Furniture,Ergonomic Chair,SMB,10925.33,5335.81,787.67,711.7,6835.18,4090.15,0.3744,9
ORD-01146,2025-10-18,2025,Q4,10,Europe,Germany,Accessories,USB Hub,SMB,6019.32,3092.65,388.36,298.82,3779.82,2239.5,0.3721,10
ORD-01147,2025-11-03,2025,Q4,11,Asia,India,Software,Cloud Platform,Consumer,12023.09,6427.05,834.29,716.1,7977.44,4045.65,0.3365,6
ORD-01148,2025-08-25,2025,Q3,8,North America,Canada,Electronics,Laptop Pro,SMB,12767.05,6607.82,1055.92,572.77,8236.51,4530.54,0.3549,12
ORD-01149,2025-03-04,2025,Q1,3,Europe,France,Accessories,Wireless Mouse,Enterprise,24011.62,12714.6,1891.75,1338.35,15944.7,8066.92,0.336,3
ORD-01150,2025-10-08,2025,Q4,10,Asia,South Korea,Electronics,Tablet Air,Enterprise,12266.01,6248.58,1075.23,739.65,8063.46,4202.56,0.3426,9
ORD-01151,2025-06-15,2025,Q2,6,North America,Canada,Furniture,Ergonomic Chair,SMB,9704.57,4856.62,761.03,596.19,6213.84,3490.73,0.3597,9
ORD-01152,2025-11-06,2025,Q4,11,Asia,South Korea,Accessories,Keyboard Pro,SMB,16731.18,9235.83,1431.72,737.18,11404.73,5326.45,0.3184,9
ORD-01153,2025-08-31,2025,Q3,8,Europe,Italy,Accessories,Keyboard Pro,Enterprise,13179.88,7635.51,1229.16,804.55,9669.23,3510.65,0.2664,4
ORD-01154,2025-12-22,2025,Q4,12,Europe,Netherlands,Accessories,USB Hub,Enterprise,2494.91,1314.49,161.4,126.03,1601.93,892.99,0.3579,9
ORD-01155,2025-04-26,2025,Q2,4,Asia,India,Furniture,Conference Table,SMB,14881.13,8434.76,1153.79,731.74,10320.3,4560.83,0.3065,10
ORD-01156,2025-07-26,2025,Q3,7,Asia,Thailand,Furniture,Office Desk,Consumer,2710.12,1498.87,185.37,129.78,1814.03,896.09,0.3306,2
ORD-01157,2025-03-06,2025,Q1,3,North America,Mexico,Accessories,USB Hub,Consumer,11693.69,6305.44,798.88,750.96,7855.27,3838.42,0.3282,14
ORD-01158,2025-11-12,2025,Q4,11,North America,Canada,Furniture,Ergonomic Chair,Enterprise,21345.82,12357.28,1339.24,1368.28,15064.8,6281.02,0.2943,3
ORD-01159,2025-03-15,2025,Q1,3,Europe,Spain,Electronics,Tablet Air,Enterprise,24284.38,11783.24,1829.86,1291.7,14904.8,9379.58,0.3862,11
ORD-01160,2025-08-30,2025,Q3,8,Asia,Singapore,Electronics,Smartphone X,Consumer,6202.08,3456.99,503.53,314.13,4274.65,1927.43,0.3108,14
ORD-01161,2025-09-25,2025,Q3,9,Asia,Thailand,Electronics,Smartphone X,Enterprise,25577.29,14409.23,2080.47,1667.54,18157.24,7420.04,0.2901,9
ORD-01162,2025-08-15,2025,Q3,8,Asia,Singapore,Electronics,Monitor Ultra,Consumer,5548.62,2677.37,393.79,299.53,3370.69,2177.93,0.3925,11
ORD-01163,2025-06-27,2025,Q2,6,North America,Canada,Furniture,Ergonomic Chair,SMB,7111.18,4076.98,639.03,326.23,5042.24,2068.95,0.2909,6
ORD-01164,2025-09-27,2025,Q3,9,Europe,Germany,Software,Security Pro,Enterprise,24678.16,14105.56,2872.04,996.75,17974.35,6703.81,0.2716,5
ORD-01165,2025-01-18,2025,Q1,1,North America,Canada,Accessories,Webcam HD,Enterprise,26888.76,14800.28,1834.49,1121.71,17756.49,9132.27,0.3396,10
ORD-01166,2025-01-16,2025,Q1,1,North America,Canada,Accessories,Webcam HD,Enterprise,13257.0,7523.27,1093.94,851.4,9468.61,3788.4,0.2858,1
ORD-01167,2025-07-09,2025,Q3,7,Europe,Netherlands,Furniture,Ergonomic Chair,Enterprise,3061.72,1724.99,301.74,163.19,2189.93,871.79,0.2847,12
ORD-01168,2025-02-01,2025,Q1,2,Asia,India,Software,Cloud Platform,Consumer,9403.05,4529.15,800.37,615.4,5944.92,3458.14,0.3678,6
ORD-01169,2025-12-30,2025,Q4,12,Europe,Netherlands,Software,Analytics Suite,Consumer,6346.01,3577.7,508.25,266.21,4352.15,1993.86,0.3142,14
ORD-01170,2025-09-14,2025,Q3,9,Europe,Italy,Electronics,Smartphone X,SMB,1374.45,743.37,171.84,71.85,987.07,387.38,0.2818,11
ORD-01171,2025-01-02,2025,Q1,1,Asia,Singapore,Software,Analytics Suite,SMB,8712.79,4910.62,545.27,591.67,6047.56,2665.23,0.3059,2
ORD-01172,2025-03-01,2025,Q1,3,Europe,France,Electronics,Smartphone X,SMB,10885.98,6276.6,903.55,693.02,7873.18,3012.8,0.2768,4
ORD-01173,2025-11-23,2025,Q4,11,Asia,South Korea,Electronics,Smartphone X,SMB,15169.16,8255.54,1320.39,693.73,10269.66,4899.51,0.323,13
ORD-01174,2025-03-09,2025,Q1,3,Asia,India,Accessories,USB Hub,Enterprise,8180.94,4389.11,592.46,532.24,5513.81,2667.14,0.326,5
ORD-01175,2025-04-13,2025,Q2,4,Europe,Italy,Software,CRM Enterprise,SMB,2207.97,1138.24,156.56,139.48,1434.29,773.68,0.3504,9
ORD-01176,2025-08-19,2025,Q3,8,North America,Mexico,Furniture,Office Desk,Consumer,6092.37,3252.08,404.05,372.03,4028.16,2064.21,0.3388,6
ORD-01177,2025-11-27,2025,Q4,11,North America,Canada,Furniture,Conference Table,Consumer,14543.11,7782.91,1196.81,699.07,9678.78,4864.33,0.3345,9
ORD-01178,2025-04-18,2025,Q2,4,Asia,Japan,Accessories,USB Hub,Enterprise,24962.1,13272.42,1970.34,1354.35,16597.11,8364.98,0.3351,8
ORD-01179,2025-10-28,2025,Q4,10,Asia,Singapore,Accessories,Wireless Mouse,SMB,12802.42,6951.04,1102.03,515.13,8568.2,4234.22,0.3307,7
ORD-01180,2025-09-01,2025,Q3,9,Asia,Singapore,Electronics,Smartphone X,SMB,5929.2,3122.81,388.87,241.04,3752.72,2176.48,0.3671,13
ORD-01181,2025-11-12,2025,Q4,11,Asia,Thailand,Accessories,Webcam HD,SMB,15113.28,7636.1,1076.01,757.72,9469.83,5643.44,0.3734,11
ORD-01182,2025-07-25,2025,Q3,7,Asia,India,Furniture,Office Desk,SMB,8010.56,4060.84,619.41,462.95,5143.2,2867.36,0.3579,3
ORD-01183,2025-09-20,2025,Q3,9,Europe,Italy,Furniture,Ergonomic Chair,Enterprise,18214.91,10179.53,1739.55,777.99,12697.08,5517.83,0.3029,13
ORD-01184,2025-03-14,2025,Q1,3,Asia,South Korea,Accessories,Keyboard Pro,SMB,614.67,304.11,53.16,30.14,387.41,227.26,0.3697,2
ORD-01185,2025-04-05,2025,Q2,4,Europe,France,Accessories,Wireless Mouse,Consumer,4048.62,2220.55,345.63,207.4,2773.59,1275.04,0.3149,8
ORD-01186,2025-03-23,2025,Q1,3,Asia,India,Accessories,Webcam HD,Consumer,3581.13,1888.08,255.29,193.04,2336.42,1244.72,0.3476,4
ORD-01187,2025-02-19,2025,Q1,2,Asia,Japan,Software,Cloud Platform,SMB,14054.73,8008.42,1188.94,870.14,10067.5,3987.23,0.2837,7
ORD-01188,2025-11-02,2025,Q4,11,Asia,Thailand,Electronics,Tablet Air,SMB,12255.85,7071.9,745.24,815.84,8632.99,3622.87,0.2956,3
ORD-01189,2025-05-01,2025,Q2,5,Asia,Singapore,Software,Analytics Suite,Consumer,9187.97,4776.07,572.58,430.94,5779.58,3408.38,0.371,8
ORD-01190,2025-04-07,2025,Q2,4,Europe,France,Software,CRM Enterprise,Enterprise,9763.21,5324.9,710.48,473.99,6509.37,3253.84,0.3333,7
ORD-01191,2025-12-12,2025,Q4,12,Asia,India,Software,CRM Enterprise,Enterprise,5168.47,2833.53,439.46,278.83,3551.82,1616.65,0.3128,2
ORD-01192,2025-06-27,2025,Q2,6,North America,Mexico,Electronics,Monitor Ultra,Enterprise,5099.07,2513.2,383.5,308.95,3205.64,1893.43,0.3713,1
ORD-01193,2025-09-06,2025,Q3,9,North America,Mexico,Accessories,Webcam HD,Enterprise,8807.11,4455.21,695.97,511.77,5662.95,3144.16,0.357,13
ORD-01194,2025-08-19,2025,Q3,8,North America,Canada,Accessories,USB Hub,Consumer,14590.67,7166.46,953.72,769.25,8889.43,5701.24,0.3907,13
ORD-01195,2025-07-16,2025,Q3,7,North America,USA,Furniture,Office Desk,SMB,17098.7,9417.22,1158.18,948.07,11523.47,5575.23,0.3261,10
ORD-01196,2025-08-21,2025,Q3,8,Asia,India,Accessories,USB Hub,Enterprise,4072.49,2154.19,289.2,271.53,2714.93,1357.56,0.3333,11
ORD-01197,2025-07-09,2025,Q3,7,Asia,South Korea,Software,Security Pro,Enterprise,15065.74,7500.82,1065.25,610.55,9176.61,5889.12,0.3909,6
ORD-01198,2025-06-02,2025,Q2,6,North America,USA,Electronics,Tablet Air,Consumer,1030.88,570.97,69.54,43.83,684.35,346.53,0.3362,2
ORD-01199,2025-03-06,2025,Q1,3,North America,USA,Accessories,Webcam HD,SMB,6609.72,3475.41,518.98,446.57,4440.96,2168.76,0.3281,15
ORD-01200,2025-09-26,2025,Q3,9,North America,Canada,Electronics,Laptop Pro,SMB,7086.64,3505.58,632.87,419.06,4557.52,2529.12,0.3569,15
ORD-01201,2025-02-21,2025,Q1,2,Asia,Thailand,Electronics,Tablet Air,Consumer,11364.37,5935.08,689.49,778.58,7403.15,3961.22,0.3486,5
ORD-01202,2025-12-01,2025,Q4,12,North America,USA,Accessories,Wireless Mouse,Enterprise,15800.36,9156.18,1239.81,887.58,11283.58,4516.79,0.2859,13
ORD-01203,2025-05-05,2025,Q2,5,North America,USA,Software,CRM Enterprise,Enterprise,20754.77,10869.16,1710.32,1314.8,13894.28,6860.49,0.3306,5
ORD-01204,2025-09-14,2025,Q3,9,North America,USA,Accessories,Keyboard Pro,Consumer,4631.23,2225.33,306.65,293.9,2825.89,1805.34,0.3898,11
ORD-01205,2025-03-08,2025,Q1,3,Asia,Singapore,Accessories,USB Hub,Enterprise,6676.55,3216.81,465.61,279.83,3962.25,2714.3,0.4065,5
ORD-01206,2025-12-31,2025,Q4,12,North America,Canada,Accessories,USB Hub,Consumer,6141.07,3518.76,370.78,308.39,4197.93,1943.14,0.3164,6
ORD-01207,2025-08-16,2025,Q3,8,Europe,Spain,Accessories,Keyboard Pro,Consumer,10617.02,5810.68,1113.62,434.96,7359.25,3257.77,0.3068,14
ORD-01208,2025-10-20,2025,Q4,10,Europe,Spain,Software,Analytics Suite,Enterprise,20423.08,10884.67,1411.66,1276.97,13573.3,6849.78,0.3354,8
ORD-01209,2025-12-12,2025,Q4,12,Asia,India,Furniture,Ergonomic Chair,Consumer,5598.58,2928.92,503.17,227.87,3659.96,1938.62,0.3463,5
ORD-01210,2025-10-12,2025,Q4,10,North America,Canada,Furniture,Storage Cabinet,Consumer,2409.61,1302.91,206.0,103.39,1612.3,797.31,0.3309,4
ORD-01211,2025-04-19,2025,Q2,4,Europe,Netherlands,Software,Cloud Platform,Enterprise,20915.43,12098.28,1869.15,1181.77,15149.2,5766.23,0.2757,6
ORD-01212,2025-04-22,2025,Q2,4,Asia,Thailand,Software,Security Pro,SMB,11566.8,6320.37,932.35,682.37,7935.08,3631.71,0.314,11
ORD-01213,2025-06-12,2025,Q2,6,North America,Mexico,Accessories,Keyboard Pro,SMB,9210.1,4848.12,780.87,492.59,6121.58,3088.52,0.3353,15
ORD-01214,2025-04-01,2025,Q2,4,Asia,Singapore,Electronics,Tablet Air,SMB,12017.72,6589.74,756.51,689.87,8036.12,3981.59,0.3313,7
ORD-01215,2025-08-03,2025,Q3,8,Asia,Japan,Electronics,Smartphone X,Enterprise,16813.33,8916.72,1049.41,960.34,10926.46,5886.87,0.3501,7
ORD-01216,2025-01-12,2025,Q1,1,Asia,Thailand,Furniture,Ergonomic Chair,Consumer,9569.68,5248.36,847.45,389.31,6485.12,3084.56,0.3223,10
ORD-01217,2025-12-01,2025,Q4,12,Asia,Thailand,Furniture,Ergonomic Chair,SMB,7021.72,3984.58,458.21,478.28,4921.07,2100.65,0.2992,15
ORD-01218,2025-04-13,2025,Q2,4,Asia,Japan,Software,Analytics Suite,Enterprise,6302.89,3316.06,424.51,366.18,4106.75,2196.14,0.3484,4
ORD-01219,2025-04-01,2025,Q2,4,Asia,Thailand,Electronics,Tablet Air,Enterprise,7290.94,4026.09,452.73,455.38,4934.2,2356.74,0.3232,11
ORD-01220,2025-12-13,2025,Q4,12,Asia,Thailand,Accessories,Webcam HD,Enterprise,21337.42,12285.18,1845.7,1197.46,15328.34,6009.08,0.2816,12
ORD-01221,2025-11-07,2025,Q4,11,North America,Mexico,Electronics,Monitor Ultra,SMB,15002.92,7291.1,1265.49,972.93,9529.52,5473.4,0.3648,12
ORD-01222,2025-01-21,2025,Q1,1,Asia,South Korea,Accessories,Webcam HD,Enterprise,3604.56,2035.52,298.23,206.88,2540.64,1063.92,0.2952,13
ORD-01223,2025-02-27,2025,Q1,2,North America,USA,Software,CRM Enterprise,Consumer,5427.6,3100.78,455.19,251.31,3807.28,1620.32,0.2985,2
ORD-01224,2025-06-18,2025,Q2,6,North America,Mexico,Electronics,Monitor Ultra,Consumer,7627.87,3848.05,517.17,372.69,4737.91,2889.96,0.3789,8
ORD-01225,2025-06-19,2025,Q2,6,Asia,Singapore,Software,Analytics Suite,Enterprise,4763.43,2423.84,317.39,243.53,2984.76,1778.67,0.3734,6
ORD-01226,2025-05-30,2025,Q2,5,Asia,Japan,Software,CRM Enterprise,Consumer,6878.0,3504.26,566.14,418.54,4488.95,2389.06,0.3473,3
ORD-01227,2025-11-08,2025,Q4,11,Asia,South Korea,Software,Cloud Platform,Enterprise,23108.99,12440.1,1489.4,932.73,14862.22,8246.77,0.3569,6
ORD-01228,2025-09-18,2025,Q3,9,North America,Mexico,Accessories,Webcam HD,Consumer,13550.06,7821.64,1074.73,780.67,9677.04,3873.01,0.2858,9
ORD-01229,2025-06-10,2025,Q2,6,North America,Canada,Accessories,Webcam HD,Consumer,2952.25,1572.14,192.67,197.55,1962.36,989.89,0.3353,1
ORD-01230,2025-12-09,2025,Q4,12,Europe,Italy,Furniture,Conference Table,Enterprise,6754.49,3430.14,562.92,430.11,4423.18,2331.31,0.3451,11
ORD-01231,2025-04-11,2025,Q2,4,Asia,South Korea,Accessories,Wireless Mouse,Consumer,12763.32,7125.87,966.48,597.98,8690.33,4072.99,0.3191,4
ORD-01232,2025-07-06,2025,Q3,7,North America,USA,Accessories,Wireless Mouse,SMB,9429.05,4781.92,837.77,616.64,6236.33,3192.72,0.3386,9
ORD-01233,2025-02-10,2025,Q1,2,Europe,Spain,Furniture,Ergonomic Chair,SMB,14472.5,7211.19,1274.88,951.21,9437.28,5035.21,0.3479,4
ORD-01234,2025-12-20,2025,Q4,12,North America,Canada,Furniture,Office Desk,Consumer,4353.57,2210.51,358.27,269.92,2838.71,1514.86,0.348,15
ORD-01235,2025-02-02,2025,Q1,2,Europe,Netherlands,Software,Analytics Suite,Enterprise,6840.0,3683.8,529.68,368.87,4582.35,2257.65,0.3301,9
ORD-01236,2025-01-27,2025,Q1,1,Asia,India,Furniture,Storage Cabinet,Enterprise,12433.54,6559.98,783.27,717.18,8060.43,4373.11,0.3517,10
ORD-01237,2025-09-07,2025,Q3,9,Asia,Thailand,Electronics,Monitor Ultra,Enterprise,19691.52,10323.56,1561.12,1135.57,13020.25,6671.27,0.3388,11
ORD-01238,2025-11-11,2025,Q4,11,Asia,India,Software,CRM Enterprise,Consumer,4425.78,2403.7,309.18,241.2,2954.07,1471.7,0.3325,5
ORD-01239,2025-11-27,2025,Q4,11,Asia,Singapore,Furniture,Conference Table,SMB,12394.46,6572.86,976.41,537.23,8086.49,4307.97,0.3476,13
ORD-01240,2025-04-04,2025,Q2,4,Asia,India,Software,CRM Enterprise,SMB,3438.48,1673.01,250.87,168.96,2092.85,1345.63,0.3913,15
ORD-01241,2025-08-15,2025,Q3,8,Asia,Thailand,Furniture,Ergonomic Chair,Enterprise,20810.45,10432.73,1561.9,1032.21,13026.83,7783.62,0.374,9
ORD-01242,2025-08-30,2025,Q3,8,Europe,Italy,Furniture,Ergonomic Chair,SMB,3321.15,1848.68,430.22,217.77,2496.67,824.47,0.2482,10
ORD-01243,2025-12-06,2025,Q4,12,Europe,Italy,Accessories,Webcam HD,Consumer,4406.06,2525.92,326.75,289.42,3142.09,1263.96,0.2869,5
ORD-01244,2025-07-09,2025,Q3,7,Europe,Italy,Software,Security Pro,Consumer,5072.53,2591.06,604.61,318.96,3514.63,1557.9,0.3071,1
ORD-01245,2025-07-26,2025,Q3,7,Europe,Spain,Software,Cloud Platform,SMB,13946.65,6721.56,1753.82,645.15,9120.52,4826.13,0.346,12
