order_id,order_date,year,quarter,month,region,country,product_category,product,customer_segment,revenue,material_cost,shipping_cost,marketing_cost,total_cost,profit,margin,orders,month_name,shipping_cost_pct,material_cost_pct,marketing_cost_pct
ORD-00992,2025-09-25,2025,Q3,9,Asia,India,Furniture,Storage Cabinet,SMB,7092.31,3796.34,460.15,376.43,4632.92,2459.39,0.3468,5,September,0.0649,0.5353,0.0531
ORD-00993,2025-12-04,2025,Q4,12,North America,Mexico,Accessories,USB Hub,Consumer,9495.46,5436.28,813.86,663.36,6913.5,2581.96,0.2719,13,December,0.0857,0.5725,0.0699
ORD-00994,2025-02-23,2025,Q1,2,Europe,Germany,Accessories,Wireless Mouse,SMB,13649.02,7402.99,1041.99,805.37,9250.35,4398.67,0.3223,9,February,0.0763,0.5424,0.059
ORD-00995,2025-10-25,2025,Q4,10,Europe,Italy,Accessories,Keyboard Pro,Enterprise,21176.57,11332.83,1343.34,1391.1,14067.27,7109.3,0.3357,2,October,0.0634,0.5352,0.0657
ORD-00996,2025-06-29,2025,Q2,6,Asia,South Korea,Accessories,Wireless Mouse,SMB,14210.21,7542.16,966.7,849.21,9358.07,4852.14,0.3415,5,June,0.068,0.5308,0.0598
ORD-00997,2025-08-01,2025,Q3,8,North America,USA,Electronics,Monitor Ultra,Enterprise,1305.33,646.58,92.98,84.2,823.76,481.57,0.3689,14,August,0.0712,0.4953,0.0645
ORD-00998,2025-11-04,2025,Q4,11,Asia,Singapore,Furniture,Storage Cabinet,Enterprise,15404.8,7997.19,1209.09,797.96,10004.24,5400.56,0.3506,1,November,0.0785,0.5191,0.0518
ORD-00999,2025-10-23,2025,Q4,10,Asia,Japan,Accessories,Keyboard Pro,SMB,16332.58,8684.49,1194.27,702.09,10580.85,5751.73,0.3522,13,October,0.0731,0.5317,0.043
ORD-01000,2025-03-06,2025,Q1,3,North America,USA,Accessories,USB Hub,Consumer,2806.27,1437.49,176.23,114.41,1728.13,1078.14,0.3842,1,March,0.0628,0.5122,0.0408
ORD-01001,2025-11-18,2025,Q4,11,North America,USA,Electronics,Laptop Pro,Consumer,6044.87,3350.27,386.37,324.07,4060.71,1984.16,0.3282,11,November,0.0639,0.5542,0.0536
ORD-01002,2025-07-03,2025,Q3,7,Europe,France,Furniture,Conference Table,Enterprise,14874.39,7504.51,1922.83,945.74,10373.08,4501.31,0.3026,13,July,0.1293,0.5045,0.0636
ORD-01003,2025-05-14,2025,Q2,5,North America,USA,Software,Analytics Suite,Enterprise,17276.13,9395.43,1336.84,744.65,11476.92,5799.21,0.3357,8,May,0.0774,0.5438,0.0431
ORD-01004,2025-11-02,2025,Q4,11,Europe,Germany,Furniture,Conference Table,SMB,16166.12,7909.72,1209.67,821.92,9941.31,6224.81,0.3851,14,November,0.0748,0.4893,0.0508
ORD-01005,2025-04-17,2025,Q2,4,Asia,India,Accessories,Wireless Mouse,SMB,1880.22,1082.86,117.12,113.98,1313.96,566.26,0.3012,7,April,0.0623,0.5759,0.0606
ORD-01006,2025-06-10,2025,Q2,6,North America,Canada,Furniture,Ergonomic Chair,SMB,776.44,386.56,59.8,45.19,491.55,284.89,0.3669,1,June,0.077,0.4979,0.0582
ORD-01007,2025-03-02,2025,Q1,3,Asia,Singapore,Accessories,Wireless Mouse,Enterprise,14517.64,7337.94,924.02,844.68,9106.64,5411.0,0.3727,9,March,0.0636,0.5054,0.0582
ORD-01008,2025-01-12,2025,Q1,1,North America,Mexico,Furniture,Ergonomic Chair,SMB,2597.32,1303.06,181.36,121.02,1605.44,991.88,0.3819,12,January,0.0698,0.5017,0.0466
ORD-01009,2025-12-21,2025,Q4,12,Europe,Italy,Software,CRM Enterprise,Enterprise,25779.29,13272.6,1973.27,1258.79,16504.66,9274.63,0.3598,12,December,0.0765,0.5149,0.0488
ORD-01010,2025-09-11,2025,Q3,9,Asia,Thailand,Accessories,Keyboard Pro,SMB,3609.5,1980.55,312.65,174.82,2468.02,1141.48,0.3162,7,September,0.0866,0.5487,0.0484
ORD-01011,2025-02-22,2025,Q1,2,North America,Mexico,Software,Cloud Platform,Enterprise,25793.19,13639.01,2230.74,1359.61,17229.36,8563.83,0.332,12,February,0.0865,0.5288,0.0527
ORD-01012,2025-05-20,2025,Q2,5,Asia,Thailand,Electronics,Monitor Ultra,SMB,4075.14,2099.89,354.28,263.17,2717.34,1357.8,0.3332,8,May,0.0869,0.5153,0.0646
ORD-01013,2025-03-27,2025,Q1,3,Europe,Netherlands,Software,CRM Enterprise,SMB,11107.55,6306.04,983.14,621.08,7910.26,3197.29,0.2878,7,March,0.0885,0.5677,0.0559
ORD-01014,2025-01-16,2025,Q1,1,Europe,France,Software,CRM Enterprise,Enterprise,10237.13,4988.19,815.99,523.72,6327.9,3909.23,0.3819,13,January,0.0797,0.4873,0.0512
ORD-01015,2025-06-10,2025,Q2,6,Europe,Germany,Software,Analytics Suite,Consumer,5268.61,2774.12,441.81,352.8,3568.73,1699.88,0.3226,9,June,0.0839,0.5265,0.067
ORD-01016,2025-02-03,2025,Q1,2,Asia,Singapore,Furniture,Ergonomic Chair,Enterprise,15541.02,8572.84,1373.64,998.09,10944.57,4596.45,0.2958,11,February,0.0884,0.5516,0.0642
ORD-01017,2025-02-08,2025,Q1,2,North America,Mexico,Accessories,Webcam HD,SMB,14753.06,7373.8,907.16,808.73,9089.69,5663.37,0.3839,1,February,0.0615,0.4998,0.0548
ORD-01018,2025-05-21,2025,Q2,5,Asia,India,Electronics,Monitor Ultra,Enterprise,16597.34,8947.91,1113.56,674.48,10735.95,5861.39,0.3532,1,May,0.0671,0.5391,0.0406
ORD-01019,2025-11-26,2025,Q4,11,North America,USA,Accessories,USB Hub,Enterprise,22866.88,11897.2,1986.56,1544.45,15428.21,7438.67,0.3253,1,November,0.0869,0.5203,0.0675
ORD-01020,2025-06-22,2025,Q2,6,North America,USA,Electronics,Monitor Ultra,Enterprise,22559.09,11764.74,1557.25,1117.03,14439.02,8120.07,0.3599,6,June,0.069,0.5215,0.0495
ORD-01021,2025-07-24,2025,Q3,7,Europe,Netherlands,Software,CRM Enterprise,Consumer,1182.56,602.92,164.08,64.8,831.8,350.76,0.2966,11,July,0.1387,0.5098,0.0548
ORD-01022,2025-03-04,2025,Q1,3,Asia,Thailand,Electronics,Laptop Pro,Enterprise,2148.47,1033.5,135.68,106.75,1275.93,872.54,0.4061,12,March,0.0632,0.481,0.0497
ORD-01023,2025-08-12,2025,Q3,8,Europe,France,Electronics,Smartphone X,Consumer,13583.01,7020.89,1833.49,946.56,9800.94,3782.07,0.2784,15,August,0.135,0.5169,0.0697
ORD-01024,2025-12-19,2025,Q4,12,Europe,Italy,Electronics,Laptop Pro,Enterprise,25620.48,12490.09,1790.36,1495.79,15776.24,9844.24,0.3842,13,December,0.0699,0.4875,0.0584
ORD-01025,2025-07-14,2025,Q3,7,Asia,Japan,Furniture,Storage Cabinet,Enterprise,4196.14,2375.81,346.56,279.61,3001.98,1194.16,0.2846,15,July,0.0826,0.5662,0.0666
ORD-01026,2025-07-31,2025,Q3,7,North America,Canada,Electronics,Smartphone X,Consumer,7429.94,3930.51,508.33,469.42,4908.26,2521.68,0.3394,8,July,0.0684,0.529,0.0632
ORD-01027,2025-04-26,2025,Q2,4,Europe,Italy,Software,Analytics Suite,SMB,10318.17,5853.36,823.23,640.33,7316.92,3001.25,0.2909,4,April,0.0798,0.5673,0.0621
ORD-01028,2025-12-22,2025,Q4,12,Europe,Germany,Accessories,Wireless Mouse,Enterprise,1242.64,623.33,105.07,56.71,785.11,457.53,0.3682,2,December,0.0846,0.5016,0.0456
ORD-01029,2025-06-24,2025,Q2,6,Europe,Netherlands,Software,Security Pro,Consumer,7083.32,3509.08,532.21,477.58,4518.87,2564.45,0.362,4,June,0.0751,0.4954,0.0674
ORD-01030,2025-07-06,2025,Q3,7,Asia,South Korea,Furniture,Storage Cabinet,Enterprise,2691.49,1405.79,216.9,184.49,1807.18,884.31,0.3286,10,July,0.0806,0.5223,0.0685
ORD-01031,2025-11-28,2025,Q4,11,Europe,France,Accessories,Wireless Mouse,Consumer,2097.89,1010.47,154.88,100.7,1266.05,831.84,0.3965,8,November,0.0738,0.4817,0.048
ORD-01032,2025-12-05,2025,Q4,12,North America,Canada,Software,Security Pro,Enterprise,25092.81,12255.5,1830.38,1117.1,15202.98,9889.83,0.3941,9,December,0.0729,0.4884,0.0445
ORD-01033,2025-08-09,2025,Q3,8,North America,Canada,Electronics,Monitor Ultra,SMB,7034.18,3410.97,502.77,477.2,4390.94,2643.24,0.3758,4,August,0.0715,0.4849,0.0678
ORD-01034,2025-05-31,2025,Q2,5,Europe,Spain,Furniture,Conference Table,Consumer,9308.0,4950.57,588.97,386.25,5925.79,3382.21,0.3634,4,May,0.0633,0.5319,0.0415
ORD-01035,2025-02-26,2025,Q1,2,Europe,Germany,Electronics,Laptop Pro,Consumer,4359.58,2121.31,274.79,204.0,2600.1,1759.48,0.4036,10,February,0.063,0.4866,0.0468
ORD-01036,2025-12-25,2025,Q4,12,North America,Canada,Accessories,Webcam HD,Enterprise,6639.08,3733.87,536.11,364.19,4634.17,2004.91,0.302,3,December,0.0808,0.5624,0.0549
ORD-01037,2025-04-15,2025,Q2,4,Asia,Singapore,Software,Analytics Suite,Enterprise,5730.56,3270.88,450.79,356.28,4077.95,1652.61,0.2884,14,April,0.0787,0.5708,0.0622
ORD-01038,2025-12-19,2025,Q4,12,Europe,France,Software,Analytics Suite,Enterprise,5789.69,3300.05,372.02,233.8,3905.87,1883.82,0.3254,8,December,0.0643,0.57,0.0404
ORD-01039,2025-08-08,2025,Q3,8,Asia,India,Furniture,Conference Table,Enterprise,5355.93,2978.03,322.92,270.82,3571.77,1784.16,0.3331,8,August,0.0603,0.556,0.0506
ORD-01040,2025-10-26,2025,Q4,10,Europe,Spain,Furniture,Storage Cabinet,Enterprise,2079.11,1001.59,167.16,101.29,1270.04,809.07,0.3891,4,October,0.0804,0.4817,0.0487
ORD-01041,2025-09-26,2025,Q3,9,North America,USA,Furniture,Office Desk,Enterprise,8850.12,4899.59,651.18,549.1,6099.87,2750.25,0.3108,9,September,0.0736,0.5536,0.062
ORD-01042,2025-05-12,2025,Q2,5,North America,Canada,Software,Security Pro,SMB,835.96,430.74,67.97,55.79,554.5,281.46,0.3367,13,May,0.0813,0.5153,0.0667
ORD-01043,2025-12-06,2025,Q4,12,North America,Canada,Electronics,Tablet Air,Consumer,8029.98,4368.15,517.43,420.04,5305.62,2724.36,0.3393,4,December,0.0644,0.544,0.0523
ORD-01044,2025-12-04,2025,Q4,12,Europe,Italy,Accessories,Wireless Mouse,Enterprise,15974.95,8779.52,1164.92,737.87,10682.31,5292.64,0.3313,2,December,0.0729,0.5496,0.0462
ORD-01045,2025-04-10,2025,Q2,4,Asia,India,Software,CRM Enterprise,Consumer,3036.81,1734.12,213.99,151.65,2099.76,937.05,0.3086,10,April,0.0705,0.571,0.0499
ORD-01046,2025-08-02,2025,Q3,8,Asia,Singapore,Furniture,Office Desk,Consumer,8041.13,4135.77,630.19,426.21,5192.17,2848.96,0.3543,8,August,0.0784,0.5143,0.053
ORD-01047,2025-10-18,2025,Q4,10,Asia,Singapore,Electronics,Laptop Pro,SMB,16733.85,8278.46,1345.87,932.0,10556.33,6177.52,0.3692,5,October,0.0804,0.4947,0.0557
ORD-01048,2025-11-16,2025,Q4,11,North America,Mexico,Furniture,Conference Table,SMB,5615.72,3144.68,339.57,231.53,3715.78,1899.94,0.3383,5,November,0.0605,0.56,0.0412
ORD-01049,2025-10-31,2025,Q4,10,Europe,Germany,Accessories,USB Hub,Enterprise,12131.43,6624.07,728.12,576.76,7928.95,4202.48,0.3464,6,October,0.06,0.546,0.0475
ORD-01050,2025-05-26,2025,Q2,5,North America,Mexico,Furniture,Office Desk,Consumer,4424.7,2564.52,291.6,254.67,3110.79,1313.91,0.2969,2,May,0.0659,0.5796,0.0576
ORD-01051,2025-05-29,2025,Q2,5,Europe,Germany,Accessories,USB Hub,Enterprise,22085.61,12008.04,1605.11,1524.07,15137.22,6948.39,0.3146,2,May,0.0727,0.5437,0.069
ORD-01052,2025-05-14,2025,Q2,5,Asia,Thailand,Software,Cloud Platform,Consumer,6819.34,3870.61,573.72,301.25,4745.58,2073.76,0.3041,13,May,0.0841,0.5676,0.0442
ORD-01053,2025-04-13,2025,Q2,4,Asia,Japan,Accessories,Keyboard Pro,SMB,5906.93,3010.96,518.71,318.0,3847.67,2059.26,0.3486,3,April,0.0878,0.5097,0.0538
ORD-01054,2025-07-12,2025,Q3,7,Asia,India,Furniture,Storage Cabinet,Consumer,5042.28,2891.69,410.33,272.54,3574.56,1467.72,0.2911,7,July,0.0814,0.5735,0.0541
ORD-01055,2025-08-27,2025,Q3,8,Asia,South Korea,Accessories,Wireless Mouse,Consumer,883.12,491.61,55.33,39.05,585.99,297.13,0.3365,15,August,0.0627,0.5567,0.0442
ORD-01056,2025-06-04,2025,Q2,6,Europe,Netherlands,Software,Cloud Platform,Consumer,8377.41,4494.96,576.37,524.93,5596.26,2781.15,0.332,7,June,0.0688,0.5366,0.0627
ORD-01057,2025-03-06,2025,Q1,3,Asia,India,Accessories,Webcam HD,Enterprise,3109.6,1576.62,278.57,134.37,1989.56,1120.04,0.3602,10,March,0.0896,0.507,0.0432
ORD-01058,2025-02-19,2025,Q1,2,Asia,Thailand,Accessories,USB Hub,Enterprise,4069.65,2191.35,306.55,250.32,2748.22,1321.43,0.3247,12,February,0.0753,0.5385,0.0615
ORD-01059,2025-04-15,2025,Q2,4,North America,USA,Accessories,Keyboard Pro,Enterprise,24260.87,13197.11,1568.3,1427.68,16193.09,8067.78,0.3325,12,April,0.0646,0.544,0.0588
ORD-01060,2025-01-04,2025,Q1,1,Asia,Thailand,Furniture,Office Desk,Enterprise,900.93,486.84,57.33,38.66,582.83,318.1,0.3531,4,January,0.0636,0.5404,0.0429
ORD-01061,2025-02-23,2025,Q1,2,Asia,India,Accessories,Webcam HD,Enterprise,25069.76,12785.39,1867.99,1141.21,15794.59,9275.17,0.37,4,February,0.0745,0.51,0.0455
ORD-01062,2025-10-07,2025,Q4,10,Asia,Thailand,Accessories,Wireless Mouse,SMB,3144.69,1516.26,202.05,196.03,1914.34,1230.35,0.3912,4,October,0.0643,0.4822,0.0623
ORD-01063,2025-03-29,2025,Q1,3,North America,Mexico,Furniture,Storage Cabinet,SMB,5646.63,3087.31,501.27,309.37,3897.95,1748.68,0.3097,11,March,0.0888,0.5468,0.0548
ORD-01064,2025-05-21,2025,Q2,5,Asia,South Korea,Electronics,Monitor Ultra,SMB,14754.79,7300.92,1010.74,643.36,8955.02,5799.77,0.3931,7,May,0.0685,0.4948,0.0436
ORD-01065,2025-01-06,2025,Q1,1,North America,Canada,Electronics,Monitor Ultra,Enterprise,24601.63,12681.47,1578.91,1635.34,15895.72,8705.91,0.3539,8,January,0.0642,0.5155,0.0665
ORD-01066,2025-05-22,2025,Q2,5,Europe,France,Software,Cloud Platform,SMB,16304.38,8682.17,1229.21,737.53,10648.91,5655.47,0.3469,3,May,0.0754,0.5325,0.0452
ORD-01067,2025-06-30,2025,Q2,6,North America,Mexico,Software,CRM Enterprise,Consumer,12950.63,6397.66,1082.01,773.84,8253.51,4697.12,0.3627,15,June,0.0835,0.494,0.0598
ORD-01068,2025-07-21,2025,Q3,7,Europe,Spain,Accessories,Webcam HD,Consumer,10055.09,5405.66,1368.75,636.1,7410.51,2644.58,0.263,9,July,0.1361,0.5376,0.0633
ORD-01069,2025-05-13,2025,Q2,5,Europe,Italy,Software,CRM Enterprise,Enterprise,2072.65,1171.47,134.26,88.91,1394.64,678.01,0.3271,2,May,0.0648,0.5652,0.0429
ORD-01070,2025-09-13,2025,Q3,9,North America,Canada,Software,Cloud Platform,Consumer,12036.27,5904.31,1040.21,744.38,7688.9,4347.37,0.3612,7,September,0.0864,0.4905,0.0618
ORD-01071,2025-08-04,2025,Q3,8,Europe,Germany,Software,Analytics Suite,Enterprise,23001.53,11208.37,2955.6,1338.6,15502.57,7498.96,0.326,14,August,0.1285,0.4873,0.0582
ORD-01072,2025-01-16,2025,Q1,1,Europe,Italy,Electronics,Monitor Ultra,SMB,2917.97,1586.62,223.79,133.85,1944.26,973.71,0.3337,8,January,0.0767,0.5437,0.0459
ORD-01073,2025-08-13,2025,Q3,8,North America,Canada,Furniture,Ergonomic Chair,Consumer,2850.3,1600.11,240.17,130.45,1970.73,879.57,0.3086,10,August,0.0843,0.5614,0.0458
ORD-01074,2025-01-13,2025,Q1,1,North America,Mexico,Electronics,Smartphone X,Enterprise,22041.23,12548.71,1560.23,1151.45,15260.39,6780.84,0.3076,9,January,0.0708,0.5693,0.0522
ORD-01075,2025-02-06,2025,Q1,2,Asia,Japan,Accessories,Keyboard Pro,Enterprise,15786.66,8325.46,1113.96,924.38,10363.8,5422.86,0.3435,9,February,0.0706,0.5274,0.0586
ORD-01076,2025-03-12,2025,Q1,3,Europe,Spain,Accessories,Webcam HD,Enterprise,15754.88,7762.73,1189.77,677.89,9630.39,6124.49,0.3887,8,March,0.0755,0.4927,0.043
ORD-01077,2025-04-29,2025,Q2,4,Europe,Netherlands,Software,Analytics Suite,Enterprise,22336.66,11369.13,1895.14,1155.09,14419.36,7917.3,0.3545,6,April,0.0848,0.509,0.0517
ORD-01078,2025-02-04,2025,Q1,2,Europe,Italy,Electronics,Smartphone X,Consumer,14011.23,7426.02,1008.48,584.26,9018.76,4992.47,0.3563,12,February,0.072,0.53,0.0417
ORD-01079,2025-02-26,2025,Q1,2,North America,Canada,Software,Analytics Suite,Enterprise,9722.98,4920.68,680.96,611.98,6213.62,3509.36,0.3609,3,February,0.07,0.5061,0.0629
ORD-01080,2025-04-15,2025,Q2,4,North America,Mexico,Software,Analytics Suite,Enterprise,13781.79,7725.6,1060.04,803.48,9589.12,4192.67,0.3042,14,April,0.0769,0.5606,0.0583
ORD-01081,2025-01-19,2025,Q1,1,Asia,India,Accessories,Wireless Mouse,Consumer,7442.19,3668.6,608.03,320.92,4597.55,2844.64,0.3822,8,January,0.0817,0.4929,0.0431
ORD-01082,2025-09-17,2025,Q3,9,Europe,Italy,Accessories,Webcam HD,SMB,14198.83,8059.89,1470.87,964.63,10495.39,3703.44,0.2608,1,September,0.1036,0.5676,0.0679
ORD-01083,2025-04-11,2025,Q2,4,North America,Mexico,Accessories,Wireless Mouse,Consumer,7491.51,3885.94,534.27,327.81,4748.02,2743.49,0.3662,12,April,0.0713,0.5187,0.0438
ORD-01084,2025-08-07,2025,Q3,8,North America,USA,Electronics,Monitor Ultra,Enterprise,24315.53,14060.54,1727.16,1113.88,16901.58,7413.95,0.3049,7,August,0.071,0.5783,0.0458
ORD-01085,2025-01-30,2025,Q1,1,Europe,France,Electronics,Laptop Pro,Enterprise,11681.01,6485.96,983.92,655.15,8125.03,3555.98,0.3044,1,January,0.0842,0.5553,0.0561
ORD-01086,2025-01-08,2025,Q1,1,North America,USA,Electronics,Laptop Pro,Enterprise,4207.28,2095.48,257.96,212.43,2565.87,1641.41,0.3901,11,January,0.0613,0.4981,0.0505
ORD-01087,2025-05-06,2025,Q2,5,Asia,Japan,Accessories,Webcam HD,Consumer,2274.46,1109.21,153.54,128.07,1390.82,883.64,0.3885,8,May,0.0675,0.4877,0.0563
ORD-01088,2025-12-28,2025,Q4,12,North America,Canada,Furniture,Storage Cabinet,Consumer,4889.42,2526.33,374.25,323.04,3223.62,1665.8,0.3407,4,December,0.0765,0.5167,0.0661
ORD-01089,2025-09-27,2025,Q3,9,Asia,Singapore,Electronics,Laptop Pro,SMB,16267.4,8956.02,1279.53,787.24,11022.79,5244.61,0.3224,4,September,0.0787,0.5506,0.0484
ORD-01090,2025-03-12,2025,Q1,3,North America,USA,Software,Cloud Platform,Enterprise,10619.38,5964.25,682.39,736.32,7382.96,3236.42,0.3048,12,March,0.0643,0.5616,0.0693
ORD-01091,2025-08-14,2025,Q3,8,North America,Canada,Electronics,Laptop Pro,SMB,15152.06,7682.55,1176.51,742.64,9601.7,5550.36,0.3663,2,August,0.0776,0.507,0.049
ORD-01092,2025-01-31,2025,Q1,1,Asia,Thailand,Accessories,Webcam HD,Enterprise,23418.37,12141.64,1436.31,1081.27,14659.22,8759.15,0.374,3,January,0.0613,0.5185,0.0462
ORD-01093,2025-12-04,2025,Q4,12,Asia,Thailand,Electronics,Tablet Air,Enterprise,15034.43,7739.43,913.79,875.94,9529.16,5505.27,0.3662,15,December,0.0608,0.5148,0.0583
ORD-01094,2025-06-22,2025,Q2,6,Asia,Thailand,Furniture,Office Desk,SMB,13228.68,7171.97,1137.3,839.74,9149.01,4079.67,0.3084,15,June,0.086,0.5422,0.0635
ORD-01095,2025-01-30,2025,Q1,1,Europe,Netherlands,Accessories,USB Hub,Consumer,7220.79,3879.44,556.36,401.24,4837.04,2383.75,0.3301,3,January,0.077,0.5373,0.0556
ORD-01096,2025-07-15,2025,Q3,7,Asia,Japan,Furniture,Office Desk,SMB,14512.85,8346.29,908.01,689.33,9943.63,4569.22,0.3148,9,July,0.0626,0.5751,0.0475
ORD-01097,2025-06-01,2025,Q2,6,Asia,Thailand,Accessories,Wireless Mouse,Consumer,4476.91,2269.23,302.26,266.78,2838.27,1638.64,0.366,13,June,0.0675,0.5069,0.0596
ORD-01098,2025-11-08,2025,Q4,11,Europe,Germany,Software,Security Pro,SMB,15348.11,8048.26,928.84,618.01,9595.11,5753.0,0.3748,1,November,0.0605,0.5244,0.0403
ORD-01099,2025-07-03,2025,Q3,7,Asia,Thailand,Furniture,Storage Cabinet,Enterprise,16026.79,7820.35,1392.91,906.21,10119.47,5907.32,0.3686,2,July,0.0869,0.488,0.0565
ORD-01100,2025-08-14,2025,Q3,8,Europe,Italy,Software,Security Pro,SMB,2813.67,1527.92,280.89,164.71,1973.52,840.15,0.2986,1,August,0.0998,0.543,0.0585
ORD-01101,2025-04-30,2025,Q2,4,Europe,Germany,Furniture,Storage Cabinet,Consumer,5101.35,2730.96,340.97,349.7,3421.63,1679.72,0.3293,5,April,0.0668,0.5353,0.0686
ORD-01102,2025-05-12,2025,Q2,5,Europe,Italy,Electronics,Smartphone X,SMB,2499.44,1326.44,158.45,105.79,1590.68,908.76,0.3636,4,May,0.0634,0.5307,0.0423
ORD-01103,2025-06-16,2025,Q2,6,North America,Canada,Accessories,Wireless Mouse,Consumer,6683.89,3397.48,405.99,389.06,4192.53,2491.36,0.3727,6,June,0.0607,0.5083,0.0582
ORD-01104,2025-06-21,2025,Q2,6,Asia,Singapore,Accessories,USB Hub,Consumer,951.78,491.91,65.41,42.36,599.68,352.1,0.3699,10,June,0.0687,0.5168,0.0445
ORD-01105,2025-01-14,2025,Q1,1,Europe,Netherlands,Furniture,Conference Table,Consumer,10878.64,6028.99,908.41,667.79,7605.19,3273.45,0.3009,4,January,0.0835,0.5542,0.0614
ORD-01106,2025-07-13,2025,Q3,7,North America,USA,Furniture,Storage Cabinet,Consumer,1637.45,798.64,144.2,76.53,1019.37,618.08,0.3775,9,July,0.0881,0.4877,0.0467
ORD-01107,2025-10-22,2025,Q4,10,North America,Mexico,Accessories,Wireless Mouse,Consumer,12073.98,6528.52,963.21,671.44,8163.17,3910.81,0.3239,6,October,0.0798,0.5407,0.0556
ORD-01108,2025-05-18,2025,Q2,5,Europe,Netherlands,Software,Cloud Platform,SMB,4829.48,2688.88,342.21,259.22,3290.31,1539.17,0.3187,12,May,0.0709,0.5568,0.0537
ORD-01109,2025-03-01,2025,Q1,3,North America,USA,Accessories,Webcam HD,SMB,1986.61,1064.91,123.75,101.06,1289.72,696.89,0.3508,8,March,0.0623,0.536,0.0509
ORD-01110,2025-11-06,2025,Q4,11,Europe,Spain,Accessories,Keyboard Pro,Consumer,12503.41,7235.4,1097.44,592.02,8924.86,3578.55,0.2862,15,November,0.0878,0.5787,0.0473
ORD-01111,2025-07-28,2025,Q3,7,North America,Mexico,Furniture,Conference Table,SMB,6543.35,3218.0,472.79,360.87,4051.66,2491.69,0.3808,3,July,0.0723,0.4918,0.0552
ORD-01112,2025-10-22,2025,Q4,10,Asia,Japan,Furniture,Storage Cabinet,Enterprise,5252.72,2741.2,435.79,322.21,3499.2,1753.52,0.3338,8,October,0.083,0.5219,0.0613
ORD-01113,2025-02-21,2025,Q1,2,Europe,Germany,Accessories,Wireless Mouse,Consumer,2920.57,1423.2,220.35,163.2,1806.75,1113.82,0.3814,7,February,0.0754,0.4873,0.0559
ORD-01114,2025-08-05,2025,Q3,8,Asia,Japan,Accessories,Keyboard Pro,Consumer,4754.18,2442.13,402.88,238.18,3083.19,1670.99,0.3515,10,August,0.0847,0.5137,0.0501
ORD-01115,2025-11-12,2025,Q4,11,Europe,Germany,Electronics,Tablet Air,SMB,16445.73,8931.4,1352.18,872.79,11156.37,5289.36,0.3216,13,November,0.0822,0.5431,0.0531
ORD-01116,2025-09-02,2025,Q3,9,North America,USA,Furniture,Office Desk,Enterprise,24275.14,13092.93,1725.87,1443.94,16262.74,8012.4,0.3301,7,September,0.0711,0.5394,0.0595
ORD-01117,2025-06-14,2025,Q2,6,Asia,Japan,Software,Analytics Suite,Enterprise,8660.8,4452.62,666.22,579.57,5698.41,2962.39,0.342,10,June,0.0769,0.5141,0.0669
ORD-01118,2025-09-18,2025,Q3,9,Asia,Singapore,Software,CRM Enterprise,SMB,13777.02,7926.63,843.95,941.68,9712.26,4064.76,0.295,15,September,0.0613,0.5754,0.0684
ORD-01119,2025-04-18,2025,Q2,4,Asia,Thailand,Software,Security Pro,Enterprise,9965.72,4948.57,684.0,544.12,6176.69,3789.03,0.3802,4,April,0.0686,0.4966,0.0546
ORD-01120,2025-03-28,2025,Q1,3,Asia,Singapore,Electronics,Smartphone X,Consumer,4540.12,2222.83,347.61,250.89,2821.33,1718.79,0.3786,3,March,0.0766,0.4896,0.0553
ORD-01121,2025-01-15,2025,Q1,1,North America,USA,Furniture,Office Desk,SMB,15085.58,7279.96,997.07,1029.65,9306.68,5778.9,0.3831,10,January,0.0661,0.4826,0.0683
ORD-01122,2025-08-07,2025,Q3,8,North America,Canada,Furniture,Storage Cabinet,SMB,16573.12,9142.15,1451.4,722.56,11316.11,5257.01,0.3172,15,August,0.0876,0.5516,0.0436
ORD-01123,2025-08-10,2025,Q3,8,Asia,Singapore,Electronics,Smartphone X,SMB,13330.43,6553.85,941.28,564.84,8059.97,5270.46,0.3954,13,August,0.0706,0.4916,0.0424
ORD-01124,2025-04-24,2025,Q2,4,North America,USA,Software,Cloud Platform,Consumer,5362.39,2817.11,440.07,322.61,3579.79,1782.6,0.3324,2,April,0.0821,0.5253,0.0602
ORD-01125,2025-12-28,2025,Q4,12,North America,Canada,Electronics,Monitor Ultra,Enterprise,25234.8,14116.85,1754.47,1646.39,17517.71,7717.09,0.3058,11,December,0.0695,0.5594,0.0652
ORD-01126,2025-11-17,2025,Q4,11,Europe,Germany,Furniture,Ergonomic Chair,Consumer,5955.03,3420.07,477.6,285.59,4183.26,1771.77,0.2975,3,November,0.0802,0.5743,0.048
ORD-01127,2025-09-06,2025,Q3,9,Europe,Spain,Software,Cloud Platform,Enterprise,17467.57,8539.39,2043.85,1077.72,11660.96,5806.61,0.3324,4,September,0.117,0.4889,0.0617
ORD-01128,2025-01-02,2025,Q1,1,Asia,India,Accessories,Keyboard Pro,Consumer,3082.67,1608.59,209.29,158.48,1976.36,1106.31,0.3589,10,January,0.0679,0.5218,0.0514
ORD-01129,2025-05-01,2025,Q2,5,North America,Canada,Accessories,Keyboard Pro,SMB,15228.04,8641.97,1218.84,833.08,10693.89,4534.15,0.2978,11,May,0.08,0.5675,0.0547
